NAME,LIGHT-YEARS FROM EARTH,PLANET MASS,STELLAR MAGNITUDE,DISCOVERY DATE
Kepler-1542 b,1302,0.363 Earths,12.734,2016
Kepler-1542 c,1302,0.208 Earths,12.734,2016
Kepler-1542 d,1302,0.59 Earths,12.734,2016
Kepler-1542 e,1302,0.363 Earths,12.734,2016
Kepler-1543 b,3007,7.8 Earths,13.495,2016
Kepler-1544 b,1093,3.82 Earths,14.287,2016
Kepler-1545 b,2381,7.75 Earths,15.256,2016
Kepler-1546 b,3040,9.96 Earths,15.596,2016
Kepler-1547 b,2201,0.666 Earths,13.464,2016
Kepler-1548 b,2845,7.46 Earths,15.324,2016
Kepler-1549 b,2620,7.13 Earths,15.353,2016
Kepler-154 b,2985,5.73 Earths,14.646,2014
Kepler-154 c,2985,9.01 Earths,14.646,2014
Kepler-154 d,2985,14.1 Earths,14.646,2016
Kepler-154 e,2985,2.86 Earths,14.646,2016
Kepler-154 f,2985,2.86 Earths,14.646,2016
Kepler-1550 b,3846,9.38 Earths,15.107,2016
Kepler-1551 b,4775,7.56 Earths,15.371,2016
Kepler-1552 b,2509,6.66 Earths,15.203,2016
Kepler-1553 b,2259,1.6 Earths,15.251,2016
Kepler-1554 b,3089,8.75 Earths,15.93,2016
Kepler-1555 b,6567,3.22 Earths,15.425,2016
Kepler-1556 b,3081,4.5 Earths,15.651,2016
Kepler-1557 b,4502,2.96 Earths,15.383,2016
Kepler-1558 b,1063,0.244 Earths,13.809,2016
Kepler-1559 b,2006,0.299 Earths,14.549,2016
Kepler-155 b,957,5.02 Earths,14.654,2014
Kepler-155 c,957,5.65 Earths,14.654,2014
Kepler-1560 b,1639,0.64 Earths,13.505,2016
Kepler-1561 b,2737,1.32 Earths,14.734,2016
Kepler-1562 b,6722,12.3 Earths,15.303,2016
Kepler-1563 b,2012,0.347 Earths,13.696,2016
Kepler-1564 b,2965,2.76 Earths,15.124,2016
Kepler-1565 b,2055,1.81 Earths,15.381,2016
Kepler-1566 b,1522,0.418 Earths,14.564,2016
Kepler-1567 b,3934,7.9 Earths,15.92,2016
Kepler-1568 b,2989,2.24 Earths,14.138,2016
Kepler-1569 b,3084,3.46 Earths,14.123,2016
Kepler-156 b,1447,5.9 Earths,14.339,2014
Kepler-156 c,1447,7.04 Earths,14.339,2014
Kepler-1570 b,2998,1.24 Earths,14.242,2016
Kepler-1571 b,2203,2.92 Earths,13.975,2016
Kepler-1572 b,3088,0.779 Earths,13.879,2016
Kepler-1573 b,4747,1.87 Earths,15.304,2016
Kepler-1574 b,4515,2.21 Earths,15.188,2016
Kepler-1575 b,4067,2.27 Earths,15.53,2016
Kepler-1576 b,1503,1.12 Earths,13.439,2016
Kepler-1577 b,1664,1.51 Earths,15.228,2016
Kepler-1578 b,3471,1.12 Earths,15.585,2016
Kepler-1579 b,1520,0.52 Earths,15.49,2016
Kepler-157 b,2524,2.3 Earths,14.206,2014
Kepler-157 c,2524,5.65 Earths,14.206,2014
Kepler-157 d,2524,2.73 Earths,14.206,2016
Kepler-1580 b,3269,5.1 Earths,12.635,2016
Kepler-1581 b,1609,0.437 Earths,12.442,2016
Kepler-1582 b,257,2.83 Earths,17.96,2016
Kepler-1583 b,1318,0.156 Earths,12.976,2016
Kepler-1584 b,4620,3.22 Earths,15.105,2016
Kepler-1585 b,3081,3.86 Earths,16.326,2016
Kepler-1586 b,1802,2.92 Earths,13.278,2016
Kepler-1587 b,3348,2.33 Earths,14.166,2016
Kepler-1588 b,3015,0.363 Earths,13.94,2016
Kepler-1589 b,4936,1.32 Earths,15.074,2016
Kepler-158 b,1028,5.14 Earths,14.743,2014
Kepler-158 c,1028,4.27 Earths,14.743,2014
Kepler-1590 b,2515,1.55 Earths,14.186,2016
Kepler-1591 b,4631,2.15 Earths,14.846,2016
Kepler-1592 b,5348,2.99 Earths,14.94,2016
Kepler-1593 b,2082,10.2 Earths,16.19,2016
Kepler-1594 b,3187,1.2 Earths,14.951,2016
Kepler-1595 b,2756,2.04 Earths,15.508,2016
Kepler-1596 b,7001,4.27 Earths,15.632,2016
Kepler-1597 b,3983,1.2 Earths,14.257,2016
Kepler-1598 b,2022,0.809 Earths,13.929,2016
Kepler-1599 b,4333,3.26 Earths,14.97,2016
Kepler-159 b,1219,6.26 Earths,15.386,2014
Kepler-159 c,1219,11.5 Earths,15.386,2014
Kepler-15 b,2412,0.66 Jupiters,13.81,2011
Kepler-1600 b,3363,9.96 Earths,16.076,2016
Kepler-1600 c,3363,4.43 Earths,16.076,2021
Kepler-1601 b,2102,0.477 Earths,13.842,2016
Kepler-1602 b,2054,2.36 Earths,13.362,2016
Kepler-1603 b,8848,2.21 Earths,15.397,2016
Kepler-1604 b,1765,2.57 Earths,15.224,2016
Kepler-1605 b,1782,1.28 Earths,12.592,2016
Kepler-1606 b,2712,4.94 Earths,15.396,2016
Kepler-1607 b,4195,0.721 Earths,13.969,2016
Kepler-1608 b,2714,3.64 Earths,16.265,2016
Kepler-1609 b,5957,5.56 Earths,15.159,2016
Kepler-160 b,3057,3.59 Earths,14.816,2014
Kepler-160 c,3057,13.6 Earths,14.816,2014
Kepler-160 d,3057,0.31463 Jupiters,14.816,2020
Kepler-1610 b,2819,3.22 Earths,16.077,2016
Kepler-1610 c,2819,5.02 Earths,16.077,2023
Kepler-1611 b,2963,0.457 Earths,14.627,2016
Kepler-1612 b,2495,1.08 Earths,14.936,2016
Kepler-1613 b,4920,4.98 Earths,14.192,2016
Kepler-1614 b,3886,2.83 Earths,16.01,2016
Kepler-1615 b,4547,4.9 Earths,14.603,2016
Kepler-1616 b,3712,1.04 Earths,13.491,2016
Kepler-1617 b,2930,1.87 Earths,13.811,2016
Kepler-1618 b,4010,2.13 Earths,13.672,2016
Kepler-1619 b,2397,0.363 Earths,13.438,2016
Kepler-161 b,1418,12.1 Earths,14.406,2014
Kepler-161 c,1418,11.8 Earths,14.406,2014
Kepler-1620 b,2920,3.22 Earths,13.69,2016
Kepler-1621 b,5322,5.31 Earths,15.151,2016
Kepler-1622 b,2598,2.76 Earths,13.437,2016
Kepler-1623 b,2732,2.27 Earths,15.205,2016
Kepler-1624 b,845,27.6 Earths,16.597,2016
Kepler-1625 b,7536,30.6 Earths,16.227,2016
Kepler-1626 b,4465,4.74 Earths,14.357,2016
Kepler-1627 b,1035,13.2 Earths,13.111,2016
Kepler-1628 b,1148,33.8 Earths,17.8298,2016
Kepler-1629 b,1096,0.381 Earths,12.786,2016
Kepler-162 b,2791,2.13 Earths,14.351,2014
Kepler-162 c,2791,9.43 Earths,14.351,2014
Kepler-1630 b,1080,5.43 Earths,14.278,2016
Kepler-1631 b,4260,2.39 Earths,15.673,2016
Kepler-1632 b,2338,6.66 Earths,13.22,2016
Kepler-1633 b,3637,3.12 Earths,13.516,2016
Kepler-1634 b,2014,10.3 Earths,14.636,2016
Kepler-1635 b,3489,12.9 Earths,15.82,2016
Kepler-1636 b,6353,10.5 Earths,15.807,2016
Kepler-1637 b,1850,0.64 Earths,13.375,2016
Kepler-1638 b,4976,4.16 Earths,14.769,2016
Kepler-1639 b,3364,7.18 Earths,14.593,2016
Kepler-163 b,2250,1.16 Earths,14.467,2014
Kepler-163 c,2250,5.73 Earths,14.467,2014
Kepler-1640 b,6067,20.7 Earths,14.754,2016
Kepler-1641 b,2807,9.85 Earths,14.49,2016
Kepler-1641 c,2807,9.01 Earths,14.49,2016
Kepler-1642 b,1350,10.3 Earths,14.319,2016
Kepler-1642 c,1350,7.56 Earths,14.319,2016
Kepler-1643 b,1115,5.99 Earths,14.072,2016
Kepler-1644 b,2053,4.19 Earths,14.397,2016
Kepler-1645 b,3922,3.82 Earths,14.566,2016
Kepler-1646 b,416,2.04 Earths,16.8419,2016
Kepler-1647 b,3955,1.51968 Jupiters,13.668,2016
Kepler-1649 b,301,1.03 Earths,17.95,2017
Kepler-1649 c,301,1.2 Earths,17.95,2020
Kepler-164 b,2906,2.57 Earths,14.379,2014
Kepler-164 c,2906,7.9 Earths,14.379,2014
Kepler-164 d,2906,6.57 Earths,14.379,2014
Kepler-164 e,2906,16.7 Earths,14.379,2023
Kepler-1650 b,438,0.84 Earths,17.07,2017
Kepler-1651 b,217,4.04 Earths,13.86,2017
Kepler-1652 b,822,3.19 Earths,16.86,2017
Kepler-1653 b,2463,5.35 Earths,15.864,2017
Kepler-1654 b,1853,0.5 Jupiters,13.497,2018
Kepler-1655 b,696,5.4 Earths,11.045,2018
Kepler-1656 b,606,0.15 Jupiters,11.64,2018
Kepler-1656 c,606,0.4 Jupiters,11.64,2022
Kepler-1658 b,2571,5.88 Jupiters,11.62,2019
Kepler-165 b,1830,5.99 Earths,15.05,2014
Kepler-165 c,1830,5.6 Earths,15.05,2014
Kepler-1661 b,1339,17 Earths,14.357,2020
Kepler-1663 b,1102,10.9 Earths,16.069,2020
Kepler-1664 b,2044,9.45 Earths,13.621,2020
Kepler-1665 b,1094,8.44 Earths,13.737,2020
Kepler-1666 b,4500,8.66 Earths,15.104,2020
Kepler-1666 c,4500,10.5 Earths,15.104,2020
Kepler-1667 b,2045,9.19 Earths,13.52,2020
Kepler-1668 b,4357,17.4 Earths,15.792,2020
Kepler-1669 b,1773,8.15 Earths,16.473,2020
Kepler-1669 c,1773,4.27 Earths,16.473,2021
Kepler-1669 d,1773,1.98 Earths,16.473,2023
Kepler-166 b,1969,5.77 Earths,14.857,2014
Kepler-166 c,1969,6.26 Earths,14.857,2014
Kepler-166 d,1969,3.64 Earths,14.857,2016
Kepler-1670 b,6739,11.2 Earths,15.743,2020
Kepler-1671 b,1165,2.32 Earths,13.439,2020
Kepler-1672 b,1276,9.11 Earths,12.548,2020
Kepler-1673 b,2372,8.93 Earths,13.783,2020
Kepler-1674 b,3303,10.4 Earths,15.697,2020
Kepler-1675 b,2124,9.93 Earths,13.672,2020
Kepler-1676 b,,11.3 Earths,13.485,2020
Kepler-1677 b,2399,7.76 Earths,13.806,2020
Kepler-1678 b,2764,10.9 Earths,15.02,2020
Kepler-1679 b,2966,4.93 Earths,15.327,2020
Kepler-167 b,1115,3.6 Earths,14.284,2014
Kepler-167 c,1115,3.44 Earths,14.284,2014
Kepler-167 d,1115,2.06 Earths,14.284,2016
Kepler-167 e,1115,1.01 Jupiters,14.284,2016
Kepler-1680 b,1012,2.42 Earths,13.85,2020
Kepler-1681 b,2474,7.05 Earths,14.646,2020
Kepler-1682 b,3783,8.7 Earths,15.907,2020
Kepler-1683 b,2392,4.17 Earths,14.962,2020
Kepler-1684 b,2029,8.6 Earths,15.951,2020
Kepler-1685 b,3725,7.16 Earths,16.096,2020
Kepler-1686 b,2381,2.62 Earths,13.661,2020
Kepler-1687 b,1360,3.38 Earths,15.928,2020
Kepler-1688 b,1851,2.13 Earths,14.142,2020
Kepler-1689 b,959,0.799 Earths,12.227,2020
Kepler-168 b,4383,2.73 Earths,14.842,2014
Kepler-168 c,4383,7.7 Earths,14.842,2014
Kepler-1690 b,2296,8.3 Earths,14.882,2020
Kepler-1691 b,4135,4.02 Earths,14.893,2020
Kepler-1692 b,1928,1.42 Earths,14.674,2020
Kepler-1693 b,2479,2.21 Earths,14.857,2020
Kepler-1693 c,2479,0.894 Earths,14.857,2021
Kepler-1694 b,1674,1.76 Earths,14.901,2020
Kepler-1695 b,2581,1.46 Earths,14.762,2020
Kepler-1696 b,4914,8.29 Earths,15.505,2020
Kepler-1697 b,808,2.12 Earths,13.556,2020
Kepler-1698 b,725,1.25 Earths,13.054,2020
Kepler-1699 b,2671,3.08 Earths,14.836,2020
Kepler-169 b,1326,1.51 Earths,14.424,2014
Kepler-169 c,1326,1.92 Earths,14.424,2014
Kepler-169 d,1326,2.1 Earths,14.424,2014
Kepler-169 e,1326,5.48 Earths,14.424,2014
Kepler-169 f,1326,7.18 Earths,14.424,2014
Kepler-16 b,245,0.333 Jupiters,12.144,2011
Kepler-1700 b,2341,8.76 Earths,13.764,2020
Kepler-1701 b,1905,5.57 Earths,14.722,2020
Kepler-1702 b,2796,3.2 Earths,16.231,2020
Kepler-1704 b,2725,4.16 Jupiters,13.392,2013
Kepler-1705 b,5328,4.47 Earths,15.8,2014
Kepler-1705 c,5328,5.42 Earths,15.8,2021
Kepler-1708 b,5437,4.6 Jupiters,15.823,2021
Kepler-1709 b,894,9.93 Earths,11.642,2021
Kepler-170 b,2409,0.26 Jupiters,14.344,2014
Kepler-170 c,2409,8.55 Earths,14.344,2014
Kepler-1710 b,996,10.3 Earths,12.695,2021
Kepler-1711 b,1925,4.36 Earths,13.298,2021
Kepler-1712 b,510,5.83 Earths,14.946,2021
Kepler-1713 b,963,3.59 Earths,11.065,2021
Kepler-1714 b,1336,10.7 Earths,11.041,2021
Kepler-1715 b,1705,16 Earths,12.881,2021
Kepler-1716 b,638,6.46 Earths,13.129,2021
Kepler-1717 b,3291,9.21 Earths,13.323,2021
Kepler-1718 b,1225,7.12 Earths,12.821,2021
Kepler-1719 b,2953,14.8 Earths,13.478,2021
Kepler-171 b,2818,6.08 Earths,15.101,2014
Kepler-171 c,2818,7.08 Earths,15.101,2014
Kepler-171 d,2818,4.23 Earths,15.101,2014
Kepler-1720 b,2053,10.4 Earths,14.822,2021
Kepler-1721 b,2092,9.9 Earths,15.085,2021
Kepler-1722 b,2519,8.58 Earths,14.997,2021
Kepler-1723 b,2646,8.65 Earths,14.383,2021
Kepler-1724 b,3460,8.43 Earths,14.961,2021
Kepler-1725 b,1822,8.31 Earths,13.153,2021
Kepler-1726 b,1274,6.84 Earths,13.851,2021
Kepler-1727 b,2917,10.2 Earths,15.751,2021
Kepler-1728 b,2126,9.04 Earths,15.279,2021
Kepler-1729 b,1880,14.4 Earths,15.676,2021
Kepler-172 b,2703,6.12 Earths,14.703,2014
Kepler-172 c,2703,8.55 Earths,14.703,2014
Kepler-172 d,2703,5.69 Earths,14.703,2014
Kepler-172 e,2703,8.05 Earths,14.703,2014
Kepler-1730 b,4655,18.4 Earths,15.478,2021
Kepler-1731 b,554,8.92 Earths,12.742,2021
Kepler-1732 b,4206,15.7 Earths,14.884,2021
Kepler-1733 b,6787,12.8 Earths,15.612,2021
Kepler-1734 b,4837,9.74 Earths,15.598,2021
Kepler-1735 b,800,1.84 Earths,15.896,2021
Kepler-1736 b,4665,14.3 Earths,14.808,2021
Kepler-1737 b,,25.1 Earths,15.498,2021
Kepler-1738 b,4250,8.37 Earths,15.649,2021
Kepler-1739 b,2556,6.48 Earths,14.899,2021
Kepler-173 b,2718,2.21 Earths,14.357,2014
Kepler-173 c,2718,6.48 Earths,14.357,2014
Kepler-1740 b,3463,11 Earths,15.454,2021
Kepler-1741 b,883,2.16 Earths,16.154,2021
Kepler-1742 b,2184,5.38 Earths,14.512,2021
Kepler-1743 b,1758,3.18 Earths,12.062,2021
Kepler-1744 b,3561,13.6 Earths,15.566,2021
Kepler-1745 b,3249,4.38 Earths,14.854,2021
Kepler-1746 b,3195,0.186 Jupiters,13.572,2021
Kepler-1747 b,4310,16.8 Earths,16.1966,2021
Kepler-1748 b,3534,7.81 Earths,16.004,2021
Kepler-1749 b,875,3.23 Earths,14.95,2021
Kepler-174 b,1255,4.5 Earths,14.53,2014
Kepler-174 c,1255,2.83 Earths,14.53,2014
Kepler-174 d,1255,5.43 Earths,14.53,2014
Kepler-1750 b,4884,30.1 Earths,15.702,2021
Kepler-1751 b,4213,3.98 Earths,15.455,2021
Kepler-1752 b,3141,18.7 Earths,16.0249,2021
Kepler-1753 b,2308,5.59 Earths,15.59,2021
Kepler-1754 b,2345,6.53 Earths,16.007,2021
Kepler-1755 b,3205,29.4 Earths,14.544,2021
Kepler-1756 b,,2.77 Earths,15.736,2021
Kepler-1757 b,2633,8.99 Earths,15.817,2021
Kepler-1758 b,5181,7.13 Earths,15.119,2021
Kepler-1759 b,1257,0.676 Earths,14.532,2021
Kepler-175 b,4281,7.08 Earths,15.225,2014
Kepler-175 c,4281,9.8 Earths,15.225,2014
Kepler-1760 b,,5.86 Earths,14.472,2021
Kepler-1761 b,722,2.51 Earths,15.619,2021
Kepler-1762 b,5427,8.05 Earths,15.239,2021
Kepler-1763 b,2468,1.59 Earths,13.634,2021
Kepler-1764 b,5032,18.8 Earths,14.91,2021
Kepler-1765 b,2494,6.78 Earths,15.04,2021
Kepler-1766 b,1635,5.81 Earths,12.96,2021
Kepler-1767 b,2676,9.34 Earths,16.206,2021
Kepler-1768 b,2064,5.62 Earths,13.565,2021
Kepler-1769 b,1430,18.2 Earths,12.487,2021
Kepler-176 b,1720,2.63 Earths,14.767,2014
Kepler-176 c,1720,23 Earths,14.767,2014
Kepler-176 d,1720,15.2 Earths,14.767,2014
Kepler-176 e,1720,2.7 Earths,14.767,2016
Kepler-1770 b,1902,8.45 Earths,14.418,2021
Kepler-1771 b,1845,15.5 Earths,13.802,2021
Kepler-1772 b,2843,7.68 Earths,13.546,2021
Kepler-1773 b,2222,12.1 Earths,13.085,2021
Kepler-1774 b,2664,10.2 Earths,14.02,2021
Kepler-1775 b,2143,12.9 Earths,13.429,2021
Kepler-1776 b,2252,7.33 Earths,13.68,2021
Kepler-1777 b,2020,5.19 Earths,14.112,2021
Kepler-1778 b,4163,9.36 Earths,15.273,2021
Kepler-1779 b,2964,9.44 Earths,15.132,2021
Kepler-177 b,4682,5.84 Earths,15.171,2013
Kepler-177 c,4682,14.7 Earths,15.171,2013
Kepler-1780 b,2579,12.7 Earths,14.907,2021
Kepler-1781 b,3140,6.26 Earths,15.713,2021
Kepler-1782 b,997,5.6 Earths,13.875,2021
Kepler-1783 b,861,2.3 Earths,13.309,2021
Kepler-1784 b,2880,8.24 Earths,15.423,2021
Kepler-1785 b,2433,7.77 Earths,14.245,2021
Kepler-1786 b,2818,10.1 Earths,14.088,2021
Kepler-1787 b,2540,5.99 Earths,14.564,2021
Kepler-1788 b,1828,6.25 Earths,15.484,2021
Kepler-1789 b,1995,8.4 Earths,14.449,2021
Kepler-178 b,2336,8.75 Earths,14.876,2014
Kepler-178 c,2336,8.65 Earths,14.876,2014
Kepler-178 d,2336,14.8 Earths,14.876,2014
Kepler-1790 b,3491,10 Earths,14.179,2021
Kepler-1791 b,1964,9.91 Earths,13.529,2021
Kepler-1792 b,1961,6.89 Earths,15.566,2021
Kepler-1793 b,3881,13.8 Earths,15.949,2021
Kepler-1794 b,1831,3.87 Earths,15.497,2021
Kepler-1795 b,,3.4 Earths,16.188,2021
Kepler-1796 b,2694,8 Earths,14.493,2021
Kepler-1797 b,4366,9.58 Earths,15.421,2021
Kepler-1798 b,1289,5.94 Earths,16.391,2021
Kepler-1799 b,7355,15.9 Earths,15.99,2021
Kepler-179 b,1976,3.33 Earths,14.772,2014
Kepler-179 c,1976,4.66 Earths,14.772,2014
Kepler-17 b,2351,2.45 Jupiters,14.314,2011
Kepler-1800 b,1143,0.961 Earths,13.194,2021
Kepler-1801 b,2738,7.8 Earths,15.28,2021
Kepler-1801 c,2738,8.8 Earths,15.28,2023
Kepler-1802 b,2077,3.43 Earths,15.905,2021
Kepler-1802 c,2077,6 Earths,15.905,2021
Kepler-1804 b,1417,3.18 Earths,14.679,2021
Kepler-1805 b,723,3 Earths,15.536,2021
Kepler-1806 b,3190,6.15 Earths,16.173,2021
Kepler-1807 b,4238,7.77 Earths,14.127,2021
Kepler-1808 b,3334,9.4 Earths,15.424,2021
Kepler-1809 b,1336,2.9 Earths,14.271,2021
Kepler-180 b,2269,2.86 Earths,14.488,2014
Kepler-180 c,2269,9.32 Earths,14.488,2014
Kepler-1810 b,3294,14.6 Earths,15.4,2021
Kepler-1811 b,4536,14.1 Earths,15.327,2021
Kepler-1812 b,4597,6.01 Earths,15.631,2021
Kepler-1813 b,,2.58 Earths,15.639,2021
Kepler-1814 b,2369,6.21 Earths,15.814,2021
Kepler-1814 c,2369,3.75 Earths,15.814,2023
Kepler-1815 b,3284,7.99 Earths,15.621,2021
Kepler-1816 b,1428,4.53 Earths,14.734,2021
Kepler-1817 b,2442,5.79 Earths,15.346,2021
Kepler-1818 b,3375,3.58 Earths,14.514,2021
Kepler-1819 b,4447,14.5 Earths,15.489,2021
Kepler-181 b,1987,2.15 Earths,14.854,2014
Kepler-181 c,1987,4.62 Earths,14.854,2014
Kepler-1820 b,4650,9.9 Earths,15.759,2021
Kepler-1821 b,2609,7.24 Earths,14.795,2021
Kepler-1822 b,2928,7.5 Earths,15.804,2021
Kepler-1823 b,2365,5 Earths,13.477,2021
Kepler-1824 b,3393,6.26 Earths,14.976,2021
Kepler-1825 b,1403,2.61 Earths,14.605,2021
Kepler-1826 b,1099,2.78 Earths,16.83,2021
Kepler-1827 b,2239,4.1 Earths,13.228,2021
Kepler-1828 b,2844,5.13 Earths,14.985,2021
Kepler-1829 b,2218,6.71 Earths,15.218,2021
Kepler-182 b,5053,7.18 Earths,14.942,2014
Kepler-182 c,5053,11.6 Earths,14.942,2014
Kepler-1830 b,3448,11.1 Earths,13.605,2021
Kepler-1831 b,3436,4.54 Earths,15.158,2021
Kepler-1832 b,1586,2.02 Earths,14.577,2021
Kepler-1833 b,1930,2.24 Earths,12.645,2021
Kepler-1834 b,1632,2.73 Earths,15.18,2021
Kepler-1834 c,1632,1.98 Earths,15.18,2023
Kepler-1835 b,4581,12.2 Earths,15.615,2021
Kepler-1836 b,4804,7.05 Earths,15.558,2021
Kepler-1837 b,4010,4.92 Earths,15.48,2021
Kepler-1838 b,1472,3.4 Earths,11.443,2021
Kepler-1839 b,3708,4.46 Earths,14.935,2021
Kepler-183 b,3427,4.9 Earths,14.993,2014
Kepler-183 c,3427,35.7 Earths,14.993,2014
Kepler-1840 b,1674,8.13 Earths,15.192,2021
Kepler-1841 b,2061,2.82 Earths,14.855,2021
Kepler-1842 b,3013,6.14 Earths,14.746,2021
Kepler-1843 b,2559,7.8 Earths,13.086,2021
Kepler-1844 b,5886,9.46 Earths,15.995,2021
Kepler-1845 b,2318,6.52 Earths,16.117,2021
Kepler-1846 b,1222,3.76 Earths,14.412,2021
Kepler-1847 b,5525,7.97 Earths,16.027,2021
Kepler-1848 b,1010,2.57 Earths,13.887,2021
Kepler-1849 b,2061,6.29 Earths,15.997,2021
Kepler-184 b,1991,6.17 Earths,14.42,2014
Kepler-184 c,1991,8.8 Earths,14.42,2014
Kepler-184 d,1991,6.76 Earths,14.42,2014
Kepler-1850 b,816,0.313 Earths,14.44,2021
Kepler-1851 b,5186,14.5 Earths,15.699,2021
Kepler-1852 b,2520,4.22 Earths,15.726,2021
Kepler-1853 b,1834,2.92 Earths,15.229,2021
Kepler-1854 b,1381,7.21 Earths,14.381,2021
Kepler-1855 b,,1.96 Earths,16.556,2021
Kepler-1856 b,2769,3.66 Earths,15.621,2021
Kepler-1857 b,2783,4.5 Earths,14.36,2021
Kepler-1858 b,2717,6.44 Earths,15.959,2021
Kepler-1859 b,4343,3.13 Earths,15.178,2021
Kepler-1859 c,4343,3.39 Earths,15.178,2023
Kepler-185 b,1522,1.71 Earths,14.562,2014
Kepler-185 c,1522,4.74 Earths,14.562,2014
Kepler-1860 b,1431,1.55 Earths,13.569,2021
Kepler-1861 b,2707,5.5 Earths,13.709,2021
Kepler-1862 b,4019,5.49 Earths,15.847,2021
Kepler-1863 b,2823,5.74 Earths,13.64,2021
Kepler-1864 b,975,0.353 Earths,12.123,2021
Kepler-1865 b,3008,3.11 Earths,15.468,2021
Kepler-1866 b,3186,4.99 Earths,14.418,2021
Kepler-1867 b,2220,1.65 Earths,13.549,2021
Kepler-1868 b,894,10.1 Earths,14.157,2021
Kepler-1869 b,369,1.46 Earths,10.31,2021
Kepler-1869 c,369,0.33 Earths,10.31,2023
Kepler-186 b,579,1.24 Earths,15.138,2014
Kepler-186 c,579,2.1 Earths,15.138,2014
Kepler-186 d,579,2.54 Earths,15.138,2014
Kepler-186 e,579,2.15 Earths,15.138,2014
Kepler-186 f,579,1.71 Earths,15.138,2014
Kepler-1870 b,1328,5.07 Earths,13.566,2021
Kepler-1871 b,2788,6.44 Earths,14.822,2021
Kepler-1872 b,2741,6.28 Earths,15.966,2021
Kepler-1873 b,2678,3.28 Earths,15.889,2021
Kepler-1874 b,1331,5.52 Earths,15.434,2021
Kepler-1875 b,5416,10.5 Earths,15.201,2021
Kepler-1876 b,848,2.4 Earths,10.793,2021
Kepler-1877 b,931,0.179 Earths,12.29,2021
Kepler-1878 b,4874,8.86 Earths,15.587,2021
Kepler-1879 b,2046,4.92 Earths,12.825,2021
Kepler-187 b,3728,2.57 Earths,14.297,2014
Kepler-187 c,3728,7.61 Earths,14.297,2014
Kepler-1880 b,1993,5.13 Earths,16.088,2021
Kepler-1881 b,3449,9.17 Earths,15.898,2021
Kepler-1882 b,1446,2.81 Earths,12.516,2021
Kepler-1883 b,4494,10.6 Earths,15.642,2021
Kepler-1884 b,4707,3.95 Earths,15.433,2021
Kepler-1885 b,2670,2.89 Earths,14.851,2021
Kepler-1886 b,3456,7.18 Earths,15.627,2021
Kepler-1887 b,4456,8.88 Earths,15.955,2021
Kepler-1888 b,1314,2.32 Earths,12.099,2021
Kepler-1889 b,4551,8.98 Earths,15.715,2021
Kepler-188 b,3159,3.46 Earths,14.719,2014
Kepler-188 c,3159,10.3 Earths,14.719,2014
Kepler-1890 b,1728,0.587 Earths,12.916,2021
Kepler-1891 b,1945,2.93 Earths,14.412,2021
Kepler-1892 b,2778,4.03 Earths,15.592,2021
Kepler-1893 b,3427,3.55 Earths,15.152,2021
Kepler-1894 b,3051,1.87 Earths,15.452,2021
Kepler-1894 c,3051,1.92 Earths,15.452,2023
Kepler-1895 b,3210,5.14 Earths,15.787,2021
Kepler-1896 b,5653,9.8 Earths,15.844,2021
Kepler-1897 b,3207,8.32 Earths,16.01,2021
Kepler-1898 b,1177,0.76 Earths,13.387,2021
Kepler-1899 b,2321,3.02 Earths,16.136,2021
Kepler-189 b,1930,1.92 Earths,14.971,2014
Kepler-189 c,1930,22.7 Earths,14.971,2014
Kepler-18 b,1413,6.9 Earths,13.771,2011
Kepler-18 c,1413,17.3 Earths,13.771,2011
Kepler-18 d,1413,16.4 Earths,13.771,2011
Kepler-1900 b,5025,3.27 Earths,15.502,2021
Kepler-1901 b,3355,2.77 Earths,15.097,2021
Kepler-1902 b,1123,1.74 Earths,16.113,2021
Kepler-1903 b,5791,5.85 Earths,15.456,2021
Kepler-1904 b,884,2.51 Earths,16.367,2021
Kepler-1905 b,3430,2.69 Earths,15.086,2021
Kepler-1906 b,4438,8.13 Earths,15.322,2021
Kepler-1907 b,953,0.589 Earths,13.989,2021
Kepler-1907 c,953,1.63 Earths,13.989,2021
Kepler-1909 b,2491,1.33 Earths,15.933,2021
Kepler-190 b,1414,3.05 Earths,14.336,2014
Kepler-190 c,1414,2.73 Earths,14.336,2014
Kepler-1910 b,,1.78 Earths,16.092,2021
Kepler-1911 b,880,1.01 Earths,12.245,2021
Kepler-1912 b,969,2.41 Earths,12.36,2021
Kepler-1913 b,2858,2.92 Earths,14.814,2021
Kepler-1914 b,5290,8.97 Earths,15.911,2021
Kepler-1915 b,4941,10.4 Earths,16.261,2021
Kepler-1916 b,6706,7.35 Earths,15.779,2021
Kepler-1917 b,2965,4.23 Earths,15.474,2021
Kepler-1918 b,3360,5.89 Earths,15.533,2021
Kepler-1919 b,3841,7.38 Earths,16.161,2021
Kepler-191 b,1939,2.36 Earths,14.987,2014
Kepler-191 c,1939,4.12 Earths,14.987,2014
Kepler-191 d,1939,5.82 Earths,14.987,2016
Kepler-1920 b,2890,9.03 Earths,14.392,2021
Kepler-1921 b,3030,8.72 Earths,13.103,2021
Kepler-1921 c,3030,2.57 Earths,13.103,2023
Kepler-1922 b,4385,5.86 Earths,15.388,2021
Kepler-1923 b,3232,4.5 Earths,14.454,2021
Kepler-1924 b,6233,7.53 Earths,15.084,2021
